,date,price,spot,T,strike,risk_free,t,days to maturity,return,implied vol,fit vol,theory price,Simulate price
208,2018-10-22,26.57,79.83,2.23013698630137,50,0,0.8027397260273973,1.4273972602739726,0.0006265271804464234,0.12406570020438233,0.13234389225244322,29.83439628624423,28.878106371966684
209,2018-10-23,24.44,76.44,2.23013698630137,50,0,0.8054794520547945,1.4246575342465753,-0.04339325428563523,0.13478639706070664,0.13235591491189413,26.450775332929368,25.917083884093238
210,2018-10-24,24.61,76.17,2.23013698630137,50,0,0.8082191780821918,1.421917808219178,-0.003538434987375716,0.1332462689427648,0.1323677817484166,26.181471525644874,25.155961594318285
211,2018-10-25,25.01,76.89,2.23013698630137,50,0,0.810958904109589,1.4191780821917808,0.009408144659392548,0.1263928447071652,0.13237949477876218,26.89940323585938,26.13756766109392
212,2018-10-26,25.54,77.62,2.23013698630137,50,0,0.8136986301369863,1.4164383561643836,0.009449296896670845,0.12830722791595478,0.13239105599363435,27.627672678131248,27.307188834976426
213,2018-10-29,25.55,77.34,2.23013698630137,50,0,0.821917808219178,1.4082191780821918,-0.0036138397616092277,0.12739393624366088,0.13242484826873885,27.34804694959719,26.21435209914702
214,2018-10-30,24.44,75.91,2.23013698630137,50,0,0.8246575342465754,1.4054794520547944,-0.018662858150474193,0.12723289410640148,0.1324358216194421,25.92167579169783,24.70690677009292
215,2018-10-31,24.05,75.47,2.23013698630137,50,0,0.8273972602739726,1.4027397260273973,-0.0058132017318994755,0.12575297903433194,0.13244665272906012,25.483005976259115,24.5538567307497
216,2018-11-01,22.59,72.89,2.23013698630137,50,0,0.8301369863013699,1.4,-0.0347837709026555,0.13521463424512914,0.13245734343890414,22.915288568342028,22.1200266664287
217,2018-11-02,22.54,72.83,2.23013698630137,50,0,0.8328767123287671,1.3972602739726026,-0.0008234971642977484,0.13338311899195263,0.13246789556649702,22.855492367242377,22.17193755974708
218,2018-11-05,22.87,73.17,2.23013698630137,50,0,0.8410958904109589,1.389041095890411,0.004657542666114622,0.13446045251585484,0.13249873828058242,23.19282392452225,22.21330428928645
